Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1172,1-Story 1946 & Newer All Styles,Residential Low Density,9120,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,6,6,1958,1958,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,662,Unfinished/No Basement,0,599,1261,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1261,0,0,1261,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,1,Attached to home,1958.0,Rough Finished,433,Typical/Average,Typical/Average,Paved,0,0,0,0,288,0,1400,11,2008,Warranty Deed - Conventional,Normal Sale,163000
1173,2-Story PUD-1946 & Newer,Floating Village Residential,4017,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Townhouse End Unit,Two story,7,5,2006,2007,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,625,625,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,625,625,0,1250,0,0,2,1,2,1,Good,5,Typical Functionality,0,Detached from home,2006.0,Finished,625,Typical/Average,Typical/Average,Paved,0,54,0,0,0,0,0,3,2008,Warranty Deed - Conventional,Normal Sale,171900
1174,1-1/2 Story Finished All Ages,Residential Low Density,18030,Paved,Slightly irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Clear Creek,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,6,1946,1994,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,152,Below Average Living Quarters,469,977,1598,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1636,971,479,3086,0,0,3,0,3,1,Excellent,12,Major Deductions 1,1,Built-In/No Garage,1946.0,Unfinished/No Garage,0,Fair/No Garage,Fair/No Garage,Paved,122,0,0,0,0,0,0,3,2007,Warranty Deed - Conventional,Normal Sale,200500
1175,2-Story 1945 & Older,Residential Low Density,16560,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Crawford,Normal,Normal,Single-family Detached,Two story,6,8,1932,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,503,Unfinished/No Basement,0,449,952,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1170,1175,0,2345,0,0,2,1,4,1,Typical/Average,9,Typical Functionality,1,Detached from home,1932.0,Unfinished/No Garage,360,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,7,2006,Warranty Deed - Conventional,Normal Sale,239000
1176,1-1/2 Story Finished All Ages,Residential Low Density,10678,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,8,5,1992,2000,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,337.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,700,Unfinished/No Basement,0,983,1683,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2129,743,0,2872,0,0,2,1,4,1,Good,9,Typical Functionality,1,Attached to home,1992.0,Finished,541,Typical/Average,Typical/Average,Paved,0,33,0,0,0,0,0,4,2007,Warranty Deed - Conventional,Normal Sale,285000
1177,1-Story 1946 & Newer All Styles,Residential Low Density,6951,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Mitchell,Normal,Normal,Single-family Detached,One story,5,5,1984,1985,Gable,Standard (Composite) Shingle,Hard Board,Plywood,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,658,Unfinished/No Basement,0,218,876,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,923,0,0,923,1,0,1,0,3,1,Typical/Average,5,Typical Functionality,0,Attached to home,1984.0,Unfinished/No Garage,264,Typical/Average,Typical/Average,Paved,362,0,0,0,0,0,0,10,2008,Warranty Deed - Conventional,Normal Sale,119500
1178,1-1/2 Story Finished All Ages,Residential Medium Density,3950,Paved,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Adjacent to arterial street,Normal,Single-family Detached,One and one-half story: 2nd level finished,6,8,1926,2004,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,468,Unfinished/No Basement,0,350,818,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,818,406,0,1224,0,0,1,0,3,1,Typical/Average,5,Typical Functionality,0,Detached from home,1926.0,Unfinished/No Garage,210,Typical/Average,Typical/Average,Dirt/Gravel,0,0,116,0,0,0,0,12,2009,Warranty Deed - Conventional,Normal Sale,115000
1179,1-1/2 Story Finished All Ages,Residential Low Density,7681,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,Crawford,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,6,1921,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,731,731,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,820,523,0,1343,0,0,1,1,3,1,Typical/Average,7,Typical Functionality,1,Detached from home,1921.0,Unfinished/No Garage,186,Fair/No Garage,Typical/Average,Paved,192,0,102,0,0,0,0,7,2009,Warranty Deed - Conventional,Normal Sale,154900
1180,1-Story 1946 & Newer All Styles,Residential Low Density,8335,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One story,5,5,1954,1954,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Slab,Fair (70-79 inches)/No Basement,Fair/No Basement,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,0,0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1124,0,0,1124,0,0,1,0,3,1,Typical/Average,5,Minor Deductions 2,1,Built-In/No Garage,1954.0,Unfinished/No Garage,0,Fair/No Garage,Fair/No Garage,Dirt/Gravel,0,36,190,0,0,0,0,4,2006,Warranty Deed - Conventional,Normal Sale,93000
1181,2-Story 1946 & Newer,Residential Low Density,11170,Paved,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Timberland,Normal,Normal,Single-family Detached,Two story,7,5,1990,1991,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Wood,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Low Quality,1216,Unfinished/No Basement,0,0,1216,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1298,1216,0,2514,0,0,2,1,4,1,Typical/Average,8,Typical Functionality,0,Attached to home,1990.0,Finished,693,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,4,2006,Warranty Deed - Conventional,Normal Sale,250000
1182,1-Story PUD (Planned Unit Development) - 1946 & Newer,Residential Medium Density,5587,Paved,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Crawford,Normal,Normal,Townhouse End Unit,One story,8,5,2008,2008,Hip,Standard (Composite) Shingle,Cement Board,Cement Board,Stone,186.0,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1480,Unfinished/No Basement,0,120,1600,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1652,0,0,1652,1,1,2,0,2,1,Good,5,Typical Functionality,1,Attached to home,2008.0,Finished,482,Typical/Average,Typical/Average,Paved,162,53,0,153,0,0,0,11,2008,Home just constructed and sold,Home wasn't completed,392500
1183,2-Story 1946 & Newer,Residential Low Density,15623,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northridge,Normal,Normal,Single-family Detached,Two story,10,5,1996,1996,Hip,Standard (Composite) Shingle,Wood Siding,Imitation Stucco,None,0.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,2096,Unfinished/No Basement,0,300,2396,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2411,2065,0,4476,1,0,3,1,4,1,Excellent,10,Typical Functionality,2,Attached to home,1996.0,Finished,813,Typical/Average,Typical/Average,Paved,171,78,0,0,0,555,0,7,2007,Warranty Deed - Conventional,Abnormal Sale,745000
1184,1-Story 1945 & Older,Residential Low Density,10800,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One story,5,6,1920,1950,Hip,Standard (Composite) Shingle,Stucco,Stucco,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,821,Unfinished/No Basement,0,299,1120,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1130,0,0,1130,1,0,1,0,2,1,Typical/Average,5,Typical Functionality,1,Detached from home,1970.0,Unfinished/No Garage,720,Typical/Average,Typical/Average,Paved,229,0,0,0,0,0,0,6,2006,Warranty Deed - Conventional,Normal Sale,120000
1185,1-Story 1946 & Newer All Styles,Residential Low Density,35133,Gravel,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Timberland,Normal,Normal,Single-family Detached,One story,5,4,1963,1963,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,226.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Rec Room,1159,Unfinished/No Basement,0,413,1572,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1572,0,0,1572,1,0,1,1,3,1,Typical/Average,5,Typical Functionality,2,More than one type of garage,1963.0,Rough Finished,995,Typical/Average,Typical/Average,Paved,0,263,0,0,263,0,0,5,2007,Warranty Deed - Conventional,Normal Sale,186700
1186,1-1/2 Story Finished All Ages,Residential Low Density,9738,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,7,1924,1950,Gable,Standard (Composite) Shingle,Asbestos Shingles,Asbestos Shingles,None,0.0,Average/Typical,Good,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,392,Unfinished/No Basement,0,392,784,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,949,272,0,1221,1,0,1,0,4,1,Typical/Average,7,Typical Functionality,0,Attached to home,1965.0,Unfinished/No Garage,392,Typical/Average,Typical/Average,Paved,0,0,236,0,0,0,0,3,2006,Warranty Deed - Conventional,Normal Sale,104900
1187,2 Family Conversion - All Styles and Ages,Residential Low Density,10615,Paved,Slightly irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Corner lot,Moderate Slope,Old Town,Adjacent to arterial street,Adjacent to arterial street,Two-family Conversion; originally built as one-family dwelling,Two story,3,5,1900,1970,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Fair (70-79 inches)/No Basement,Typical - slight dampness allowed,Mimimum Exposure,Below Average Living Quarters,440,Unfinished/No Basement,0,538,978,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1014,685,0,1699,1,0,2,0,3,2,Typical/Average,7,Typical Functionality,0,Car Port,1920.0,Unfinished/No Garage,420,Fair/No Garage,Fair/No Garage,Paved,0,74,0,0,0,0,0,8,2009,Warranty Deed - Conventional,Abnormal Sale,95000
1188,1-Story 1946 & Newer All Styles,Residential Low Density,12461,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northridge,Normal,Normal,Single-family Detached,One story,8,5,1994,1995,Gable,Standard (Composite) Shingle,Imitation Stucco,Imitation Stucco,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,1456,Unfinished/No Basement,0,168,1624,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1624,0,0,1624,1,0,2,0,2,1,Good,5,Typical Functionality,1,Attached to home,1994.0,Rough Finished,757,Typical/Average,Typical/Average,Paved,0,114,192,0,0,0,0,7,2006,Warranty Deed - Conventional,Normal Sale,262000
1189,2-Story 1946 & Newer,Residential Low Density,8935,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two story,7,5,2002,2002,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,95.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,831,831,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,831,829,0,1660,0,0,2,1,3,1,Good,7,Typical Functionality,0,Attached to home,2002.0,Rough Finished,493,Typical/Average,Typical/Average,Paved,144,68,0,0,0,0,0,7,2009,Warranty Deed - Conventional,Normal Sale,195000
1190,2-Story 1946 & Newer,Residential Low Density,7500,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two story,7,5,1999,1999,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,994,994,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1028,776,0,1804,0,0,2,1,3,1,Good,7,Typical Functionality,1,Attached to home,1999.0,Finished,442,Typical/Average,Typical/Average,Paved,140,60,0,0,0,0,0,6,2010,Warranty Deed - Conventional,Normal Sale,189000
1191,2 Family Conversion - All Styles and Ages,Residential Low Density,32463,Paved,Regular,Depression,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Mitchell,Normal,Normal,Two-family Conversion; originally built as one-family dwelling,One story,4,4,1961,1975,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Stone,149.0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Below Average Living Quarters,1159,Unfinished/No Basement,0,90,1249,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1622,0,0,1622,1,0,1,0,3,1,Typical/Average,7,Typical Functionality,1,More than one type of garage,1975.0,Finished,1356,Typical/Average,Typical/Average,Paved,439,0,0,0,0,0,0,3,2007,Warranty Deed - Conventional,Normal Sale,168000
1192,2-Story PUD-1946 & Newer,Floating Village Residential,2645,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Townhouse Inside Unit,Two story,8,5,1999,2000,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,456.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,776,776,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,764,677,0,1441,0,0,2,1,2,1,Good,5,Typical Functionality,0,Detached from home,1999.0,Unfinished/No Garage,492,Typical/Average,Typical/Average,Paved,206,0,0,0,0,0,0,11,2007,Warranty Deed - Conventional,Normal Sale,174000
1193,1-1/2 Story Finished All Ages,Residential Medium Density,9600,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,8,1925,1994,Gabrel (Barn),Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Unfinished/No Basement,0,Unfinished/No Basement,0,702,702,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,842,630,0,1472,0,0,1,0,3,1,Good,6,Typical Functionality,0,Detached from home,1925.0,Unfinished/No Garage,250,Typical/Average,Fair/No Garage,Partial Pavement,0,0,84,0,0,0,0,7,2007,Warranty Deed - Conventional,Normal Sale,125000
1194,1-Story PUD (Planned Unit Development) - 1946 & Newer,Residential Medium Density,4500,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,Mitchell,Normal,Normal,Townhouse End Unit,One story,6,5,1999,1999,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,425.0,Average/Typical,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,883,Unfinished/No Basement,0,341,1224,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1224,0,0,1224,1,0,2,0,2,1,Typical/Average,5,Typical Functionality,0,Attached to home,1999.0,Finished,402,Typical/Average,Typical/Average,Paved,0,304,0,0,0,0,0,6,2009,Warranty Deed - Conventional,Normal Sale,165000
1195,2-Story 1946 & Newer,Residential Low Density,9364,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,Two story,6,7,1969,1969,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Stone,143.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,371,Unfinished/No Basement,0,292,663,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,663,689,0,1352,0,0,1,1,4,1,Typical/Average,7,Typical Functionality,0,Attached to home,1969.0,Finished,299,Typical/Average,Typical/Average,Paved,379,36,0,0,0,0,0,3,2010,Warranty Deed - Conventional,Normal Sale,158000
